Proposal Code;Proposal Number;Visit Number;Shipping Name;Dewar Code;Container Code;Pre-observed Resolution;Needed Resolution;Oscillation Range;Protein Acronym;Protein Name;Space Group;Pin Barcode;Sample Name;Sample position;Comments;a;b;c;alpha;beta;gamma
mx;;;;;;;;;;;;;;;;;;;;;
